AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
59,1-Jul-06,Professor,134152,Animal Science,Associate Head
50,1-Jul-23,Assistant Professor,75000,English,Asst Professor
44,14-Sep-09,Veterinary / Animal Science Professional,67140,CVM Teaching Hospital,Research Opert Manager-Shift
33,20-Jul-15,"Research Professional, Geosciences / Environmental",75348,Genomics Research Lab,Research Scholar
57,14-Apr-08,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg3,Building Environmental Technic
53,26-Jul-21,Extension / Engagement / Public Service Professional,94723,Business Management-Poole COM,Director
34,22-Aug-22,"Research Professional, Engineering",101764,BTEC-Biomfg Training Ed Ctr,BTEC Sr. Scientist
33,23-Apr-19,"Athletics Training Professional, Trainer",88287,Athletics-Student Welfare &Dev,Asst Athletics Trainer
46,22-Feb-12,Graphical Design Paraprofessional,69244,IES Operations,Visual Arts Specialist
48,16-Aug-08,Research Asst/Technician/Technologist,42042,Prestage Poultry Science,Research Technician-Nonexempt
50,27-Feb-23,"Student Counseling / Student Health Professional AD, Counselor",58240,Prevention Services,Program Specialist
56,1-Jan-03,Associate Professor,105487,Biological Sciences,Assoc Professor
40,17-Jan-17,Student Affairs / Student Services Professional,60241,Campus Enterprises,University Program Specialist
50,23-Mar-04,Housekeeping Lead/Supervisor,57378,Housekeeping Svcs-Reg2,Building Enviro Spvsr - Shift
54,14-Aug-06,"IT Systems Support Professional, Systems Programmer Sr.",115105,Shared Services,Systems Programmer/Specialist
44,1-Jun-13,"Accounting Professional, Accountant",68890,CALS Business Office,Position Budget Specialist
45,6-Nov-06,General Maintenance Lead/Supervisor,64584,Housing Facilities Admin,Facilities Maint Supervisor
61,1-Jul-03,Chief Campus Research Computing Administrator,218586,Research Computing,AVC OIT Shared Services
55,1-Apr-97,Professor,179601,For & Envir Res Acad Research,Head
42,25-Apr-22,Extension / Engagement / Public Service Professional,51769,West District- Burke,Asst Extension Agent [04]
30,13-Aug-13,IT Client Support Professional,65551,Technology Support Services,IT Analyst/Programmer I
44,23-Jan-23,Parking / Transportation Management Professional,65520,Transportation,Planner
47,17-Sep-13,Custodian / Housekeeper,34423,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
33,11-Apr-23,Equipment Operator - Heavy,43680,G&BS-WRR,Vehicle/Equip Operator-Shift
56,1-Sep-08,"Extension / Engagement / Public Service Professional, Agricultural",79852,Horticultural Science,Extension Assoc
53,1-Jul-16,Professor,157774,Advanced Analytics,Teaching Professor
45,7-Mar-13,"Research Asst/Tech, Physical Science",56185,Minerals Research Laboratory,Research Specialist-Nonexempt
51,1-Jan-05,"IT Client Support Professional, Specialist",67264,Urban Affairs & Community Serv,Technology Support Analyst
38,1-Feb-16,Extension / Engagement / Public Service Professional,59213,Northeast District- Franklin,Assoc Extension Agent [4]
32,30-Aug-11,Lecturer,68890,Mathematics,Lecturer
62,25-Jan-21,Professor,297156,Chemical & Biomolecular Engr,Head
40,15-Jan-05,Athletics Professional,78776,Athletics-Internal/External Op,Director - Ticket Sales & Serv
29,1-Jul-22,Lecturer,46640,English,Lecturer
27,22-May-17,Student Services Coordinator,52419,CALS - Academic Programs,Student Services Specialist
41,25-May-02,Academic Services Professional,102960,TRIO Programs,Senior Director
39,2-Jan-08,Field Faculty AC,60898,Southeast District - Pamlico,"Ext County Dir [01,07]"
46,1-Dec-98,"Assoc/Asst Dean AC, Other",138425,College of Sciences - Dean,Assoc Dean College Success
29,30-Jan-17,Administrative Assistant,57547,Ofc of Research & Innovation,Public Comm Specialist
57,10-Nov-16,Professor,179134,Biochemistry,Head
51,1-Dec-04,"Academic Advising Professional, Advisor/Coordinator",70538,College of Design,"Dir, Career & Acad Advising"
35,25-Aug-07,Administrative Specialist / Coordinator,72800,College Of Veterinary Medicine,University Program Specialist
51,6-Feb-17,Advancement Services Professional,115440,Advancement Services,Dir-Gifts & Records Mgmt
59,9-Aug-21,Foodservice Lead/Supervisor,40044,Dining and Catering Operations,Food Service Technician-Shift
67,1-Aug-92,Professor,106340,"Food,Bioprocess & Nutrition Sc",Research Professor
21,23-Jun-18,"Trainer / Organizational Development Professional, Specialist",48880,Global Training Initiative,Int'l Program Specialist
57,29-Apr-03,Student Services Coordinator,55750,"Parks, Recreation & Tourism Mg",Student Services Specialist
59,16-Aug-95,Professor,209514,Computer Science-engr,Professor
42,8-Jan-18,Accounting Assistant,60320,Dept Molecular Biomedical Scie,Accounting Technician
49,26-Aug-19,IT Relationship Manager,117684,EHPS - Security Apps & Tech,IT Manager II
35,27-Jan-20,Trades Helper,61282,BM&O-CBC,Facilities Maint Tech'n - Mech
46,1-Jan-01,Assistant Professor,79384,"Food,Bioprocess & Nutrition Sc",Asst Teaching Professor
30,15-Aug-19,Extension / Engagement / Public Service Professional,83200,Belk Center for Comm College,Program Manager
60,24-Nov-08,"Extension / Engagement / Public Service Professional, Industrial",106474,IES Operations,Director
64,4-Sep-18,Field Faculty AC,83001,Southeast District - New Hanov,"Ext County Dir [01,13]"
31,23-May-16,"Research Professional, Physical Sciences, Research Scholar",91520,Civil Const & Environ Engineer,Research Scholar
39,31-Jul-04,"IT Applications Professional, Programmer Analyst Sr.",114400,Info Tech & Eng Computer Svcs,IT Analyst/Programmer III
62,15-Feb-22,HR Coordinator,58240,College Of Education,Human Resources Specialist
58,1-Nov-23,IT Client Support Professional,62800,Technology Support Services,OIT Managed Desktop Supp Analy
39,22-Oct-07,"Pharmacist AD, Student Health",143161,Campus Health,Pharmacy Director
54,24-Mar-17,Custodian / Housekeeper,34423,Housekeeping Services-Reg1,Building Enviro Tech'n - Shift
47,1-Jul-07,Associate Professor,93602,History,Assoc Professor
58,11-Feb-14,Chief Development / Advancement Officer,506594,Office of Univ Advancement,Vice Chancellor
38,10-Aug-21,"Academic Advising Professional, Advisor/Coordinator",52744,Biological Sciences,Academic Advisor
61,27-Jan-95,"Research Professional, Life Sciences, Principal Research Scholar",91022,Entomology & Plant Pathology,Principal Research Scholar
64,1-Jan-91,Professor,233361,Materials Science &Engineering,Professor
35,9-Feb-18,Service / Maintenance Supervisor,50960,Dining and Catering Operations,Food Service Manager-Shift
35,5-Jun-17,"Research Professional, Life Sciences, Research Associate",59280,Integrated Pest Mgmt-Research,Research Assoc
35,29-Jun-23,Assistant Professor,145600,"Dept-Population,Health,Pathobi",Asst Professor
51,15-Feb-10,"IT Applications Professional, Programmer Analyst Sr.",95437,"Outreach, Comm & Consulting",IT Busin Systems Analyst III
25,1-Dec-20,Research Asst/Technician/Technologist,51403,Mountain Horticultural Crops R,Research Specialist-Nonexempt
61,29-Mar-03,Continuing Education Professional,79186,CNR Extension Administration,Director
50,1-Jan-14,Associate Professor,92527,Biological Sciences,Assoc Research Professor
26,24-Oct-16,"IT Client Support Professional, Specialist",72136,CALS IT,IT Instr/Class Supp Prof. I
33,26-Apr-17,"Development / Fundraising Professional, Annual Giving",64517,University Development,Asst Director
35,8-Dec-14,"Development / Fundraising Professional, Major Gifts",82000,"Kenan Institute For Engr, Tech","Assoc Director, Philanthropy"
44,6-Apr-18,Associate Professor,102916,Physics,Assoc Professor
56,1-Jun-06,Facilities Design / Construction Professional,107630,University Architect's Office,Engineering/Architectual Super
38,1-Jun-16,"Research Professional, Geosciences / Environmental",82951,Ctr. for Geospatial Analytics,Coordinator
46,7-Feb-20,Head Coach - Women's Volleyball,142327,Volleyball,Head Coach
40,28-Aug-23,"Finance / Budget Professional, Budget Analyst",89000,Budget Office,Finance & Budget Analyst II
23,1-Sep-22,Extension / Engagement / Public Service Professional,41000,Northeast District - Tyrrell,Asst Extension Agent [09]
53,16-Aug-09,"Research Professional, Physical Sciences,  Senior Research Scholar",173300,Lab for Analytic Sciences,Senior Research Scholar
65,1-Dec-98,"Research / Sponsored Projects Development Professional, Specialist",84483,Ofc of Research & Innovation,Specialist
64,9-Apr-18,Administrative Assistant,39720,Educational Media & Design,Administrative Support Assoc
36,3-Oct-16,Executive Assistant,57200,CALS - Academic Programs,Executive Assistant
63,25-Jun-07,Student Services Coordinator,68640,Computer Science-engr,Student Services Specialist
54,28-Sep-22,Administrative Assistant,48880,University Housing,University Program Associate
66,29-Sep-14,Office / Admin Support / Clerical Manager,41600,Office of Prof Development,Administrative Support Assoc
40,25-Jun-18,Assistant/Associate Coach-Women's Golf,69030,Women's Golf,Assoc Head Coach
53,1-Feb-97,"Research Professional, Life Sciences, Research Associate",82955,Ctr. for Geospatial Analytics,Research Assoc
30,1-Nov-22,Extension / Engagement / Public Service Professional,32960,Southeast District- Columbus,COSS Office Assistant
69,15-Sep-86,Professor,176959,Biological Sciences,Professor
35,7-May-12,Executive Assistant,59399,Libraries,Executive Assistant
42,1-Jul-23,Assistant Professor,54000,Communication,Asst Teaching Professor
60,1-Jul-00,Professor,143150,Chemistry,Professor
60,1-Jul-00,Associate Professor,104577,Chemistry,Assoc Professor
30,25-Nov-19,Administrative Assistant,54080,PCOM OUP,University Program Associate
53,1-Jul-93,Service / Maintenance Supervisor,88734,Dining and Catering Operations,Food Service Manager
47,24-Apr-04,Professor,90414,ELPHD,Teaching Professor
65,16-Aug-85,"Assoc/Asst Dean, Undergraduate Programs",193752,College Of Education,Assoc Dean Academic Affairs
61,21-Mar-05,Extension / Engagement / Public Service Professional,85280,IES Engineering & Technology,Extension Specialist
25,7-Aug-18,"Extension / Engagement / Public Service Professional, Industrial",47362,Textile Extension,Extension Coordinator
30,26-Jul-21,"Research Professional, Biological Sciences",80000,Biological Sciences,Program Manager
46,16-Aug-03,"Research Professional, Life Sciences, Research Scholar",62061,Entomology & Plant Pathology,Research Scholar
46,1-Dec-98,Distance Education Professional,103710,DELTA,Director
59,3-Jan-11,Skilled Craft Worker,52662,BM&O-Centennial Campus,Facilities Maint Tech - Mechan
65,20-Feb-12,Administrative Assistant,39520,Sociology & Anthropology,Administrative Support Assoc
45,10-Aug-15,Sponsored Contracts / Grants Administration Professional,65109,CALS Business Office,Cost Share/TEARS Coordinator
42,23-Jun-14,Trades Helper,40560,Athletics-Facilities Admin,Facil Maint Tech'n - Bldg Tech
73,1-Jul-83,Associate Professor,58116,Statistics,Assoc Professor
58,1-Oct-97,Extension / Engagement / Public Service Professional,81027,"Parks, Recreation & Tourism Mg",Director
24,28-Feb-23,Animal Care Technician,25350,CVM Teaching Hospital,Medical Support Tech - Shift
27,26-Aug-22,Administrative Assistant,45760,Electrical & Computer Engr.,Administrative Support Spec
39,26-Aug-04,"IT Client Support Professional, Specialist",85529,CHASS Information Technology,Systems Programmer/Analyst
49,14-Sep-98,"Research Asst/Tech, Life Science",49746,Plant and Microbial Biology,Research Specialist-Nonexempt
26,5-Aug-20,Accounting Professional,74048,Ofc of Research & Innovation,Accountant
58,2-Dec-18,Professor,137913,Landscape Architecture,Professor
37,2-Mar-16,Associate Professor,252732,Business Management-Poole COM,Assoc Professor
36,1-Jul-20,Athletics Professional,114400,Athletics-Compliance,Associate Athletics Director
42,3-Dec-18,Administrative Assistant,42281,Campus Health,Administrative Support Spec
40,15-Jul-15,"IT Client Support Professional, Specialist",96876,CALS IT,Integration&Solutions Prof II
23,18-May-22,Extension / Engagement / Public Service Professional,48880,Northeast District- Wake,Asst Extension Agent [09]
32,24-Jul-11,Field Faculty AC,57900,North Central District - Orang,"Ext County Dir [01,03]"
26,1-Feb-18,Student Services Coordinator,44132,Registration And Records,Student Services Specialist
39,1-Jan-19,Assoc/Asst Vice Chancellor,250640,"Ext Aff, Partnerships,Econ Dev",Assoc Vice Chancellor
47,7-Jul-14,"Athletics Training Professional, Trainer",176800,Athletics-Student Welfare &Dev,Head Trainer
31,18-Sep-23,Student Counseling / Student Health Professional AD,50000,Counseling Services,Counseling Center Fellow
46,29-Apr-13,General Maintenance Lead/Supervisor,54080,EHPS - Police Dept,Support Services Associate
63,3-Jan-23,Assistant Professor,104000,Forestry Extension,Asst Professor
30,15-Jun-20,Dietetic / Nutrition Professional,78326,Dining and Catering Operations,Director
51,28-Aug-06,Veterinary / Animal Science Professional,76745,CVM Teaching Hospital,Research Operation Manager-Exe
64,15-Apr-19,Department Assistant,53040,Engineering-Academic Affairs,University Program Associate
75,3-May-99,Extension / Engagement / Public Service Professional,75018,Northeast District - Gates,Asst Extension Agent [09]
68,1-Dec-98,Administrative Assistant,61360,Engineering Dean's Office/Admn,University Program Specialist
58,1-Nov-19,Field Faculty AC,56490,Northeast District - Martin,"Ext County Dir [01,04]"
31,16-Aug-15,Instructional Lab Manager,62400,"Textile Engineering, Chemistry",Chemistry Teaching Lab Mgr
64,17-Aug-22,Engineer,104000,EHPS - Env Health & Safety,Engineer
42,2-Jan-18,Functional Paraprofessional,35454,South Central District - Cumbe,Program Assistant [03]
28,10-Jul-17,Media / Public Relations Professional,59280,Athletics-Internal/External Op,Asst Sports Information Dir
37,1-Jul-13,Veterinary Technician,52000,CVM Teaching Hospital,Medical Support Tech - Shift
61,15-Aug-03,Extension / Engagement / Public Service Professional,63223,TELS,Director
34,14-Aug-23,"Clerk, Materials",40360,CVM Teaching Hospital,Support Services Associate
36,8-Aug-17,Grounds / Landscape Worker,53164,G&BS-Grounds,Horticultural Specialist
33,10-Feb-20,Communications Specialist,63440,University Communications,Public Comm Specialist
41,16-Aug-10,"Research Professional, Physical Sciences, Research Scholar",135971,Computer Science-engr,Research Scholar
63,16-May-95,Professor,181165,Mathematics,Professor
49,6-Jul-20,Accounting Professional,62400,Computer Science-engr,Accountant
60,15-Apr-19,Skilled Craft / Trades Foreman / Lead,42837,BM&O-Orig Campus,Facilities Maint Tech'n - Mech
51,20-Jul-98,"Chief Business Affairs Officer, College/Division",150543,Scholarships & Financial Aid,AVP-Financial Operations & Aud
61,29-Mar-17,Executive Assistant,66199,Ofc of Research & Innovation,Executive Assistant
30,1-Oct-13,"Research Professional, Life Sciences, Research Scholar",76424,Horticultural Science,Research Scholar
32,1-Apr-19,Police Officer,64702,EHPS - Police Dept,Master Police Officer I
51,30-Jun-22,Custodian / Housekeeper,33584,Housekeeping Svcs-Reg4,Building Environmental Technic
50,26-Mar-07,Assoc/Asst Vice Chancellor,182000,Capital Project Management,Asst Vice Chancellor
33,7-Jul-12,"Research Asst/Tech, Life Science",49020,Crop & Soil Sciences,Research Technician-Nonexempt
51,20-Oct-20,Accounting Professional,67540,University Payroll,Accountant
45,1-Aug-19,"Student Counseling / Student Health Professional AD, Counselor",87638,Athletics-Student Welfare &Dev,Counselor
45,5-Mar-12,Police Officer,70659,EHPS - Police Dept,Master Police Officer III
41,1-Aug-23,Extension / Engagement / Public Service Professional,55000,South Central District - Stanl,Asst Extension Agent [03]
57,17-Aug-22,Foodservice Lead/Supervisor,50286,Dairy And Process Applications,Food Service Supervisor
37,18-Jul-18,Assistant Professor,95988,Biological Sciences,Asst Professor
48,4-Jun-12,"IT Systems Support Professional, Systems Programmer Sr.",113567,Shared Services,Systems Administrator
24,24-May-21,Pharmacy Technical/Paraprofessional,38616,CVM Teaching Hospital,Pharmacy Technician
40,25-Sep-23,"Librarian AD, Digital Initiatives",75000,Libraries,Librarian
41,5-Feb-19,IT Security Professional,102960,Security & Compliance,IT Security Professional II
54,1-Aug-22,Facilities Design / Construction Professional,86392,Energy Management,Engineer
62,3-Jun-13,"Engineer, Facilities Construction",86919,Const Svcs-Contracted Const,Engineer
59,27-Apr-09,"IT Applications Professional, Programmer Analyst Sr.",114210,Advancement Services,Bus & Tech App Specialist
60,15-May-20,Assistant Coach - Men's Basketball,154534,Men's Basketball,Asst Coach / Operations
38,6-Mar-23,HR Coordinator,53711,University Payroll,Payroll Specialist
49,8-Nov-99,"IT Systems Support Professional, Systems Programmer Sr.",126070,Extension Information Tech,Systems Programmer/Specialist
42,1-Jul-16,Assistant Professor,72513,Biological Sciences,Teaching Asst Professor
47,2-Sep-14,Associate Professor,144081,Dept of Clinical Sciences,Assoc Clinical Professor
59,2-May-22,Administrative / Office / Clerical Lead,37489,West District - Polk,COSS Administrative Assistant
60,2-Apr-21,Data Reporting Specialist,57461,Foundations Accounting & Inves,University Program Specialist
26,4-Mar-22,Administrative Assistant,45000,College of Natural Resources,Administrative Support Assoc
54,31-Oct-22,Student Affairs / Student Services Professional,60320,Registration And Records,Student Services Specialist
27,12-Nov-18,"Extension / Engagement / Public Service Professional, Agricultural",59280,Crop & Soil Sciences,Manager
68,17-Apr-15,Professor,237595,Materials Science &Engineering,Professor
59,1-Oct-00,Administrative Assistant,48622,Nuclear Reactor Program,Administrative Support Special
27,23-Jan-23,Department Assistant,47840,Wellness and Recreation,University Program Associate
58,30-May-12,Communications Specialist,48438,Urban Affairs & Community Serv,Public Comm Specalist
39,28-Nov-22,"Research Professional, Life Sciences, Research Scholar",78000,Biological Sciences,Research Scholar
48,27-Aug-12,Communications / Marketing Professional,77322,"Kenan Institute For Engr, Tech","Asst Director, Communications"
68,1-Jul-00,Assistant Professor,56037,Public & International Affairs,Teaching Asst Professor
34,1-Jul-20,Assistant Professor,95988,"Marine, Earth And Atmospheric",Asst Professor
46,20-Sep-10,"Research Professional, Life Sciences, Research Assistant",45209,Biomedical Program - ENG,Research Asst
26,19-Sep-22,Extension / Engagement / Public Service Professional,49115,North Central District-Caswell,Asst Extension Agent [13]
32,18-Jun-18,"Academic Advising Professional, Advisor/Coordinator",64480,Acad Sup Prog For Stu Athl,Asst Director
36,4-Sep-12,"Research Professional, Agricultural / Food",73899,Ctr for Env Farming Sys (CEFS),Asst Director
48,1-Jul-08,Professor,142842,Chemistry,"Professor, Univ Fac Scholar"
55,26-Aug-19,Accounting Professional,93666,DELTA,Lead Business Ops Accountant
57,1-Jul-92,"Research Professional, Life Sciences",62722,Animal Science,Research Specialist-Exempt
62,22-Dec-06,Housekeeping Lead/Supervisor,58391,Housekeeping Services-Reg1,Building Enviro Spvsr - Shift
42,7-Feb-17,Accounting Assistant,52490,Engineering Research Administr,Accounting Technician
66,6-Jul-98,Lecturer,35023,Communication,Lecturer
41,18-Apr-22,Student Affairs / Student Services Professional,63508,Office of International Svcs,Senior Advisor
36,15-Jul-14,Veterinary / Animal Science Professional,132081,CVM Teaching Hospital,Director
32,23-Sep-20,"Athletics Training Professional, Trainer",73400,Athletics-Student Welfare &Dev,Asst Athletics Trainer
65,24-Jun-96,Professor,134630,Entomology & Plant Pathology,Professor
53,8-Aug-98,Service / Maintenance Supervisor,63000,Dining and Catering Operations,Food Services Manager II
49,11-Apr-05,Plumber (Journeyman),53771,BM&O-CBC,Facilities Maint Tech - Mechan
62,1-Apr-13,Electrician Lead/Supervisor,78261,Housing Facilities Admin,Facilities Maint Supervisor
31,13-Feb-23,Extension / Engagement / Public Service Professional,66455,Northeast District- Wake,Asst Extension Agent [18]
55,16-Aug-08,Lecturer,56996,World Languages and Cultures,Senior Lecturer
26,12-Jan-23,"Research Professional, Life Sciences",33280,Entomology & Plant Pathology,Visiting Scholar
30,1-Apr-16,Extension / Engagement / Public Service Professional,52914,West District - Avery,"Asst Area Agent [17,14]"
60,24-Mar-00,"Chief Business Affairs Officer, College/Division",177488,DELTA,AVP-Business Operations DELTA
36,7-Aug-08,Engineering Technical/Paraprofessional,52551,G&BS-Landscape Construction Sv,University Program Specialist
29,7-Nov-22,Extension / Engagement / Public Service Professional,48670,Northeast District - Perquiman,Asst Extension Agent [04]
41,4-Jan-16,Accounting Assistant,44242,All Campus Network Office,Administrative Support Special
47,28-Mar-13,Associate Professor,87082,Philosophy & Religious Studies,Assoc Professor
45,28-Apr-06,Professor,122215,Plant and Microbial Biology,"Professor, Univ Fac Scholar"
57,1-Oct-20,Professor,182046,Chemistry,Professor
55,1-Jan-02,Professor,120933,Horticultural Science,Professor
43,31-Oct-14,IT Client Support Professional,72219,Athletics - Administration,Technology Support Analyst
67,1-Jan-94,Professor,119600,Fitts Dept Indust & Syst Engr,Professor of the Practice
53,23-Oct-00,Chief Campus Telecommunications / Networking Administrator,207391,Communication Technologies,AVC Communication Technologies
53,1-Aug-01,"Development / Fundraising Professional, Planned Giving Sr.",110000,University Development,Director of Gift Planning
50,1-May-23,Economic Development Professional,79407,Business & Tech Ext Programs,Director
49,20-Oct-03,Field Faculty AC,72805,Southeast District- Bladen,"Ext County Dir [01,17]"
48,3-Nov-14,Office / Admin Support / Clerical Manager,45209,TRIO Programs,Administrative Support Associa
66,1-Dec-90,"Sponsored Contracts / Grants Administration Professional, Restricted Funds Accountant",71477,College of Sciences Research,Accountant
34,10-May-08,"Business Operations Professional, Dept Business Mgr",90000,GlobalOne Health Academy,University Program Manager
44,8-Dec-15,Administrative Assistant,49672,Housing Conference Services,Administrative Support Special
57,26-Nov-12,Department Assistant,45913,Integrated Pest Mgmt-Research,Administrative Support Spec
34,16-Aug-12,"Research Professional, Social Sciences,  Research Scholar",76088,DELTA,Research Scholar
42,20-Jan-01,"Research Professional, Life Sciences, Research Scholar",62408,Horticultural Science,Research Scholar
48,15-Jun-17,Head Coach - Men's Tennis,202800,Men's Tennis,Head Coach
39,11-Aug-11,Food Prep Worker,40044,Dining and Catering Operations,Food Service Technician-Shift
54,17-Jul-18,Custodian / Housekeeper,36488,Housekeeping Svcs-Reg3,Building Environmental Technic
57,12-Jun-17,Extension / Engagement / Public Service Professional,48391,Southeast District - Pender,Asst Extension Agent [03]
41,10-Jun-19,"IT Applications Professional, Programmer Analyst",106456,Enterprise Application Svcs,IT Analyst/Programmer III
40,15-Aug-18,Extension / Engagement / Public Service Professional,69090,Sea Grant Program,Regional Marine Adv Spec
63,1-Oct-12,"Business Operations Professional, Dept Business Mgr",70460,Acad Stu Aff-Business Adm,Business Officer II
53,16-May-94,Field Faculty AC,106451,Southeast District - Johnston,"Ext County Dir [01,09]"
46,4-Aug-03,"Recreation / Tourism / Hospitality Professional, Campus Rec Asst Director",93270,Wellness and Recreation,Assoc Director
43,1-Jun-17,IT Technical Support/Paraprofessional,48508,"Kenan Institute For Engr, Tech",University Program Associate
63,16-Aug-92,Professor,160037,Chemical & Biomolecular Engr,Professor
49,14-Aug-04,Animal Care Technician,47351,Animal Resources,Medical Support Technician
34,1-Jul-19,Lecturer,100004,Dept Molecular Biomedical Scie,Senior Lecturer
67,5-Feb-01,Library Assistant,45720,Libraries,University Library Technician
22,21-Jul-20,"Research Professional, Physical Sciences, Research Assistant",46000,Biomedical Program - ENG,Research Asst
66,8-Feb-16,"Environmental Safety / Risk Management Professional, Safety Officer",102258,EHPS - Env Health & Safety,EHS Manager
26,9-Jul-16,Library Paraprofessional,55278,Libraries,University Library Spec-Shift
55,16-Aug-96,Professor,108291,Chemistry,Teaching Professor
49,2-Jun-14,"IT Applications Professional, Project Mgr",135384,"Outreach, Comm & Consulting",IT Project Manager III
59,1-Jun-22,Technology Transfer Professional,117328,Ofc of Research Commercializat,Senior IP Licensing Associate
44,20-Jun-11,Associate Professor,102916,Dept Molecular Biomedical Scie,Assoc Teaching Professor
37,1-Nov-13,"Research Professional, Life Sciences, Research Assistant",58000,Biological Sciences,Research Asst
47,30-Sep-13,Communications Specialist,66737,Sustainability P/UP Projects,Public Comm Specialist
43,14-Jan-13,"Human Resources Professional, Class & Comp Specialist",88444,HR Classification and Comp,Human Resources Consultant
31,2-Jan-18,Police / Public Safety Supervisor,71740,EHPS - Police Dept,Police Supervisor I
52,20-Sep-04,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg3,Building Environmental Technic
30,1-Jul-19,"IT Applications Professional, Programmer Analyst",98597,DELTA,PHP Developer
41,1-Jan-19,Assistant Professor,75622,English,Asst Professor
27,20-Jan-17,Administrative Assistant,52000,"Sci, Tech, Engr & Math (STEM)",Administrative Support Special
65,23-May-08,Associate Professor,109883,Psychology,Assoc Professor
40,1-Dec-22,Assistant Professor,104000,Agricultural & Human Sciences,Asst Professor
65,28-Apr-03,Accounting Assistant,22880,Mechanical & Aerospace Engr,Accounting Technician
46,1-Jul-09,Professor,182298,Statistics,"Professor, Univ Fac Scholar"
37,28-May-13,"Advancement Services Professional, Resource Development",89600,Engineering Foundation,"Dir, Dev for Prospect Strategy"
35,9-Jan-19,"Facilities Design / Construction Professional, Facility Planner",55492,Housekeeping Svcs-Reg3,Facility Planner
25,15-Feb-18,"Veterinary / Animal Science Professional, Mgr",89721,CVM Teaching Hospital,University Program Manager
70,16-Aug-84,Professor,151713,Computer Science-engr,Professor
36,2-Jun-14,Associate Professor,109570,Statistics,Assoc Professor
48,7-Jan-02,Communications / Marketing Professional,98800,Dean's Office-Poole COM,University Program Manager
70,1-Jul-09,Professor,247386,Electrical & Computer Engr.,Professor
31,25-Sep-18,Accounting Assistant,61040,Biochemistry,Business Services Coordinator
59,24-Jan-23,Administrative Assistant,40560,Civil Const & Environ Engineer,Administrative Support Assoc
48,30-Jul-01,Communications Specialist,46303,Urban Affairs & Community Serv,Public Comm Specalist
68,1-Dec-10,IT Technical Support/Paraprofessional,58562,DELTA,Technology Support Technician
47,1-Feb-17,Extension / Engagement / Public Service Professional,62679,Eastern 4H Envir Ed Conference,Extension Asst
26,1-Jun-17,Fire Inspector,64480,EHPS Fire & Life Safety,EHS Professional
47,30-Jun-08,Professor,203260,Business Management-Poole COM,Professor
29,6-Sep-16,Police / Public Safety Supervisor,71766,EHPS - Police Dept,Police Supervisor I
29,3-May-21,Administrative Assistant,53282,College Of Education,Administrative Support Spec
54,1-May-15,Professor,118678,School of Social Work,Professor
62,30-Jan-23,Deputy Chief Athletics Officer,260000,Athletics - Administration,Associate Athletics Director
41,1-Jul-17,Associate Professor,139644,Nuclear Engineering,Assoc Professor
30,9-Oct-23,Foodservice Lead/Supervisor,39042,Dining and Catering Operations,Food Service Supervisor-Shift
47,30-Jul-07,Facilities Management / Maintenance Professional,109520,BTEC-Biomfg Training Ed Ctr,Engineering/Architectual Mgr
34,24-Aug-21,Department Assistant,48398,Office of Prof Development,University Program Associate
66,14-Aug-06,Electronic Equipment Mechanic,68993,BM&O-Central Shops,Electronics Specalist
56,6-Sep-11,Assistant/Associate Coach-Gymnastics,70391,Women's Gymnastics,Asst Coach
39,1-Jan-14,Extension / Engagement / Public Service Professional,61514,South Central District- Union,Asst Extension Agent [03]
52,1-Aug-04,"Archive / Museum / Gallery Professional, Curator",53282,Gregg Museum,Curator
22,20-Jan-20,Research Asst/Technician/Technologist,56000,Institute For Trans Research &,Research Specialist-Exempt
33,28-Mar-22,Administrative Assistant,41980,Friday Institute,Administrative Support Assoc
63,10-May-21,Event / Conference Management Professional,66199,Business & Tech Ext Programs,University Program Specialist
29,28-Sep-22,Fire Inspector,57720,EHPS Fire & Life Safety,EHS Professional
66,11-Jun-12,Office / Admin Support / Clerical Manager,59829,Center on GES,University Program Associate
39,22-Mar-23,"IT Client Support Professional, Specialist",76960,Info Tech & Eng Computer Svcs,IT Integration & Sol. Prof. I
31,29-Sep-14,Student Admissions / Recruitment Professional,59202,College Of Education,Recruiter
39,7-Jun-07,"Research Professional, Life Sciences, Research Associate",66318,Crop & Soil Sciences,Research Assoc
70,1-Jul-86,Professor,237772,Statistics,Professor
58,27-Jun-22,"IT Systems Support Professional, Research Computer Specialist",99568,Shared Services,Integration&Solutions Prof III
26,7-Apr-22,Research Asst/Technician/Technologist,48438,Crop & Soil Sciences,Research Technician-Nonexempt
47,1-Jan-10,Lecturer,54278,Health and Exercise Studies,Lecturer
25,2-Jan-20,Extension / Engagement / Public Service Professional,50541,South Central District - Stanl,Asst Area Agent [17]
30,10-Mar-22,Customer Service Assistant,38480,Athletics-Internal/External Op,University Program Associate
32,12-Sep-22,Administrative Assistant,49400,Agriculture Related Foundation,Administrative Support Spec
41,28-Apr-14,Department Assistant,64039,Administration - Research Serv,University Program Specialist
50,1-Dec-01,Associate Professor,114541,Plant and Microbial Biology,"Assoc Prof, Univ Fac Scholar"
